job_title,job_description,location,experience_text,source,company,salary_text,salary_lpa,salary_source,exp_min,exp_max,exp_mid,exp_band,tier,text_for_nlp,skills_extracted,skill_count,salary_disclosed
"Data Engineer- Alteryx, SQL & ETL tools","sql queries, etl, alteryx, alteryx deginer, data modeling, database development, stored procedures",Bangalore/Bengaluru,3-8,naukri_ds_india,Genpact,,16.77,estimated,3,8,5.5,5-8 yrs (Senior),Startup/Other,"data engineer- alteryx, sql & etl tools sql queries, etl, alteryx, alteryx deginer, data modeling, database development, stored procedures","['Data Modeling', 'ETL', 'SQL']",3,
Data Engineer,"etl, it skills, software development, cloud, aws, azure, metadata management, web technologies",Bangalore/Bengaluru,8-10,naukri_ds_india,QuEST Global,,23.23,estimated,8,10,9.0,8+ yrs (Lead),Startup/Other,"data engineer etl, it skills, software development, cloud, aws, azure, metadata management, web technologies","['ETL', 'Azure', 'AWS']",3,
Staff Data Engineer,"object oriented programming, spark, java, hdfs, mapreduce, architecture, unix, data structures",Bangalore/Bengaluru,10-15,naukri_ds_india,Visa,,27.65,estimated,10,15,12.5,8+ yrs (Lead),Startup/Other,"staff data engineer object oriented programming, spark, java, hdfs, mapreduce, architecture, unix, data structures","['Java', 'Spark']",2,
Data Engineer,"mining, bloomberg, data modeling, gcp, analytical, machine learning, operations, technical support",Bangalore/Bengaluru,3-5,naukri_ds_india,Nokia,,11.01,estimated,3,5,4.0,3-5 yrs (Mid),Startup/Other,"data engineer mining, bloomberg, data modeling, gcp, analytical, machine learning, operations, technical support","['GCP', 'Machine Learning', 'Data Modeling']",3,
Data Engineer,"business objects, sas, xml, javascript, data collection, data quality, spss, microsoft",Bangalore/Bengaluru,2-5,naukri_ds_india,Schneider Electric,,10.14,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"data engineer business objects, sas, xml, javascript, data collection, data quality, spss, microsoft",['SAS'],1,
Staff Data Engineer,"development lifecycle, automation framework, computer science, build automation, automation testing, software development life cycle, test cases, open source",Bangalore/Bengaluru,1-5,naukri_ds_india,Visa,,6.95,estimated,1,5,3.0,1-3 yrs (Junior),Startup/Other,"staff data engineer development lifecycle, automation framework, computer science, build automation, automation testing, software development life cycle, test cases, open source",[],0,
Staff Data Engineer,"computer science, technical design, hadoop, software development life cycle, open source, big data, distribution system, monitoring",Bangalore/Bengaluru,1-5,naukri_ds_india,Visa,,7.12,estimated,1,5,3.0,1-3 yrs (Junior),Startup/Other,"staff data engineer computer science, technical design, hadoop, software development life cycle, open source, big data, distribution system, monitoring",['Spark'],1,
Data Engineer,"azure, postgresql, aws, sql, python, it skills, cloud, ms excel",Bangalore/Bengaluru,5-8,naukri_ds_india,QuEST Global,,14.49,estimated,5,8,6.5,5-8 yrs (Senior),Startup/Other,"data engineer azure, postgresql, aws, sql, python, it skills, cloud, ms excel","['Excel', 'Azure', 'SQL', 'Python', 'AWS']",5,
Data Engineer: Big Data,"microsoft, data warehousing, sql, it skills, python, devops, azure, data migration",Bangalore/Bengaluru,2-5,naukri_ds_india,IBM,,9.79,estimated,2,5,3.5,3-5 yrs (Mid),MNC/IT Services,"data engineer: big data microsoft, data warehousing, sql, it skills, python, devops, azure, data migration","['Azure', 'SQL', 'Python', 'Spark']",4,
Data Engineer: Data Integration,"xml, consulting, asset management, it skills, java, content management, coding, business process",Bangalore/Bengaluru,4-8,naukri_ds_india,IBM,,16.12,estimated,4,8,6.0,5-8 yrs (Senior),MNC/IT Services,"data engineer: data integration xml, consulting, asset management, it skills, java, content management, coding, business process","['ETL', 'Java']",2,
Data Engineer: Data Integration,"business intelligence, datastage, unix shell scripting, it skills, testing, time management, creative designing, coding",Bangalore/Bengaluru,4-8,naukri_ds_india,IBM,,14.3,estimated,4,8,6.0,5-8 yrs (Senior),MNC/IT Services,"data engineer: data integration business intelligence, datastage, unix shell scripting, it skills, testing, time management, creative designing, coding",['ETL'],1,
Staff Data Engineer,"software development, machine learning, data science, data mining, deep learning, computer science, linux, coding",Bangalore/Bengaluru,1-5,naukri_ds_india,Visa,,8.9,estimated,1,5,3.0,1-3 yrs (Junior),Startup/Other,"staff data engineer software development, machine learning, data science, data mining, deep learning, computer science, linux, coding",['Machine Learning'],1,
Staff Data Engineer,"it skills, java, python, cloud, product management, big data, metadata, customer analytics",Bangalore/Bengaluru,3-6,naukri_ds_india,Walmart,,13.39,estimated,3,6,4.5,3-5 yrs (Mid),Product,"staff data engineer it skills, java, python, cloud, product management, big data, metadata, customer analytics","['Java', 'Python', 'Spark']",3,
Staff Data Engineer,"it skills, cloud, big data, data analysis, metadata, production support, analytical, machine learning",Bangalore/Bengaluru,3-6,naukri_ds_india,Walmart,,14.99,estimated,3,6,4.5,3-5 yrs (Mid),Product,"staff data engineer it skills, cloud, big data, data analysis, metadata, production support, analytical, machine learning","['Machine Learning', 'Spark']",2,
GCP Data Engineer with Looker Experience,"python, gcp, looker, gcp cloud, hadoop, tableau, java, query optimization","Hyderabad/Secunderabad, Bangalore/Bengaluru",5-10,naukri_ds_india,Tech Mahindra,,18.1,estimated,5,10,7.5,5-8 yrs (Senior),MNC/IT Services,"gcp data engineer with looker experience python, gcp, looker, gcp cloud, hadoop, tableau, java, query optimization","['GCP', 'Looker', 'Java', 'Spark', 'Tableau', 'Python']",6,
Staff Data Engineer,"rest apis, kafka, stash, data structures, angular, big data, jenkins, postgres",Bangalore/Bengaluru,8-12,naukri_ds_india,Visa,,28.58,estimated,8,12,10.0,8+ yrs (Lead),Startup/Other,"staff data engineer rest apis, kafka, stash, data structures, angular, big data, jenkins, postgres","['Kafka', 'APIs', 'Spark']",3,
Staff Data Engineer,"it skills, java, machine learning, cloud, big data, core java, scala, data structures",Bangalore/Bengaluru,5-10,naukri_ds_india,VISA,,19.97,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,"staff data engineer it skills, java, machine learning, cloud, big data, core java, scala, data structures","['Machine Learning', 'Java', 'Scala', 'Spark']",4,
Data Architecture and Engineer,"finance, cloud, big data, data analysis, data architecture, data analytics, etl, data governance",Bangalore/Bengaluru,12-15,naukri_ds_india,Capco,,27.17,estimated,12,15,13.5,8+ yrs (Lead),Startup/Other,"data architecture and engineer finance, cloud, big data, data analysis, data architecture, data analytics, etl, data governance","['ETL', 'Spark']",2,
Data Engineer,"unix, linux, mysql, data structures, application development, oracle, apache, open source","Chennai, Bangalore/Bengaluru",3-6,naukri_ds_india,Caterpillar Inc,,11.16,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,"data engineer unix, linux, mysql, data structures, application development, oracle, apache, open source",['SQL'],1,
Cloud Data Engineer,"industry research, nosql, cassandra, cloud, agile, cosmos, continuous improvement, apache",Bangalore/Bengaluru,4-8,naukri_ds_india,Capco,,16.31,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"cloud data engineer industry research, nosql, cassandra, cloud, agile, cosmos, continuous improvement, apache","['SQL', 'Agile', 'NoSQL']",3,
"Staff , Data Engineer","san, backend, data analysis, coding, healthcare, data processing, data quality, business intelligence",Bangalore/Bengaluru,7-8,naukri_ds_india,Twilio,,15.93,estimated,7,8,7.5,5-8 yrs (Senior),Startup/Other,"staff , data engineer san, backend, data analysis, coding, healthcare, data processing, data quality, business intelligence",[],0,
Data Engineer,"azure databricks, azure data factory, azure data engineer, data lake storage, hive, databricksetl, data analysis, data lake",Bangalore/Bengaluru,4-9,naukri_ds_india,Genpact,,16.09,estimated,4,9,6.5,5-8 yrs (Senior),Startup/Other,"data engineer azure databricks, azure data factory, azure data engineer, data lake storage, hive, databricksetl, data analysis, data lake","['ETL', 'SQL', 'Azure', 'Databricks']",4,
Staff Data Engineer,"it skills, java, devops, product management, hive, design patterns, data structures, finance",Bangalore/Bengaluru,5-10,naukri_ds_india,Visa,,14.39,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,"staff data engineer it skills, java, devops, product management, hive, design patterns, data structures, finance","['SQL', 'Java']",2,
Data Engineer III,"supply chain, computer science, data science, gcp, analytical, machine learning, agile, merchandising",Bangalore/Bengaluru,3-7,naukri_ds_india,Walmart,,13.83,estimated,3,7,5.0,3-5 yrs (Mid),Product,"data engineer iii supply chain, computer science, data science, gcp, analytical, machine learning, agile, merchandising","['GCP', 'Machine Learning', 'Agile']",3,
Big Data Engineer,"java, hadoop, spark, big data, kafka, mongodb, sql",Bangalore/Bengaluru,1-5,naukri_ds_india,NoBroker,,7.28,estimated,1,5,3.0,1-3 yrs (Junior),Startup/Other,"big data engineer java, hadoop, spark, big data, kafka, mongodb, sql","['NoSQL', 'MongoDB', 'Java', 'Spark', 'Kafka', 'SQL']",6,
Staff Data Engineer,"hibernate, core java, jquery, compliance, db2, xml, mysql, javascript",Bangalore/Bengaluru,8-12,naukri_ds_india,Visa,,21.64,estimated,8,12,10.0,8+ yrs (Lead),Startup/Other,"staff data engineer hibernate, core java, jquery, compliance, db2, xml, mysql, javascript","['SQL', 'Java']",2,
Principal Data Engineer,"unix, hibernate, jquery, linux, xml, mysql, javascript, j2ee",Bangalore/Bengaluru,15-20,naukri_ds_india,Visa,,24.49,estimated,15,20,17.5,8+ yrs (Lead),Startup/Other,"principal data engineer unix, hibernate, jquery, linux, xml, mysql, javascript, j2ee",['SQL'],1,
Azure Data Engineer - Assistant Manager/Manager,"ssis packages, azure data factory, etl, cloudera hadoop, big data spark sql, scala, alteryx, hdfs",Bangalore/Bengaluru,6-11,naukri_ds_india,Genpact,,26.99,estimated,6,11,8.5,8+ yrs (Lead),Startup/Other,"azure data engineer - assistant manager/manager ssis packages, azure data factory, etl, cloudera hadoop, big data spark sql, scala, alteryx, hdfs","['ETL', 'Spark', 'Azure', 'SQL', 'Scala']",5,
Data Engineer,"data architect, data engineer, spark, informatica, etl, aws, sql queries, python",Bangalore/Bengaluru,4-6,naukri_ds_india,Schneider Electric,,11.46,estimated,4,6,5.0,3-5 yrs (Mid),Startup/Other,"data engineer data architect, data engineer, spark, informatica, etl, aws, sql queries, python","['ETL', 'Spark', 'SQL', 'Python', 'AWS']",5,
Principal Data Engineer,"pci dss, backend, coding, bfsi, soc, analytical, iso 27001, sql","Hyderabad/Secunderabad, Bangalore/Bengaluru",4-8,naukri_ds_india,Zeta Inc.,,17.52,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"principal data engineer pci dss, backend, coding, bfsi, soc, analytical, iso 27001, sql",['SQL'],1,
Staff Data Engineer,"unix, computer science, automation, core java, coding, db2, oracle, operations",Bangalore/Bengaluru,2-6,naukri_ds_india,Visa,,9.27,estimated,2,6,4.0,3-5 yrs (Mid),Startup/Other,"staff data engineer unix, computer science, automation, core java, coding, db2, oracle, operations",['Java'],1,
Data Engineer,"it skills, python, software development, data science, cloud, big data, computer science, business process",Bengaluru,1-3,naukri_ds_india,Google,,9.25,estimated,1,3,2.0,1-3 yrs (Junior),Product,"data engineer it skills, python, software development, data science, cloud, big data, computer science, business process","['Python', 'Spark']",2,
Big Data QA Engineer,"unix, git, nosql, linux, test scripts, test execution, agile methodology, jira","Noida, Indore, Gurgaon/Gurugram, Bangalore/Bengaluru",2-5,naukri_ds_india,Impetus,,10.54,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"big data qa engineer unix, git, nosql, linux, test scripts, test execution, agile methodology, jira","['NoSQL', 'Agile', 'Spark', 'Git', 'SQL']",5,
Azure Data Engineer,"azure data factory, java, analysis services, c #, cloud, data engineer, azure data lake, azure databricks",Bangalore/Bengaluru,2-5,naukri_ds_india,KPMG,,10.91,estimated,2,5,3.5,3-5 yrs (Mid),Consulting,"azure data engineer azure data factory, java, analysis services, c #, cloud, data engineer, azure data lake, azure databricks","['Java', 'Azure', 'Databricks']",3,
BI Data Engineer,"computer science, automation, nosql, architecture, data modeling, scrum, taxation, oracle",Bangalore/Bengaluru,2-4,naukri_ds_india,Thomson Reuters,,6.85,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"bi data engineer computer science, automation, nosql, architecture, data modeling, scrum, taxation, oracle","['Data Modeling', 'SQL', 'Agile', 'NoSQL']",4,
Java + Big Data Engineer,"core java, data quality, software development, design patterns, object - oriented design, data structures, big data, spark",Bangalore/Bengaluru,3-5,naukri_ds_india,KPMG,,12.02,estimated,3,5,4.0,3-5 yrs (Mid),Consulting,"java + big data engineer core java, data quality, software development, design patterns, object - oriented design, data structures, big data, spark","['Java', 'Spark']",2,
Data Engineer - Azure,"azure data factory, java, analysis services, data engineer, azure data lake, data architecture, etl, python",Bangalore/Bengaluru,2-5,naukri_ds_india,KPMG,,12.89,estimated,2,5,3.5,3-5 yrs (Mid),Consulting,"data engineer - azure azure data factory, java, analysis services, data engineer, azure data lake, data architecture, etl, python","['Azure', 'ETL', 'Java', 'Python']",4,
Python + Big Data Engineer,"etl tool, nosql, design patterns, data structures, hadoop, big data engineer, spark, data processing",Bangalore/Bengaluru,2-7,naukri_ds_india,KPMG,,12.69,estimated,2,7,4.5,3-5 yrs (Mid),Consulting,"python + big data engineer etl tool, nosql, design patterns, data structures, hadoop, big data engineer, spark, data processing","['ETL', 'NoSQL', 'Spark', 'SQL', 'Python']",5,
Data Engineer-Azure,"computer science, rdbms, database design, schema, data quality, informatica, teradata, monitoring",Bangalore/Bengaluru,2-3,naukri_ds_india,Siemens,,6.5,estimated,2,3,2.5,1-3 yrs (Junior),Startup/Other,"data engineer-azure computer science, rdbms, database design, schema, data quality, informatica, teradata, monitoring","['ETL', 'Azure']",2,
Data Engineer: Master Data Management,"ui development, web services, data modeling, master data management, informatica, it skills, java, elastic search",Bangalore/Bengaluru,5-10,naukri_ds_india,IBM,,17.09,estimated,5,10,7.5,5-8 yrs (Senior),MNC/IT Services,"data engineer: master data management ui development, web services, data modeling, master data management, informatica, it skills, java, elastic search","['Data Modeling', 'ETL', 'Java']",3,
Data Engineer: Advanced Analytics,"data analysis, ftp, soa, project management, sql, it skills, python, aws",Bangalore/Bengaluru,4-8,naukri_ds_india,IBM,,17.0,estimated,4,8,6.0,5-8 yrs (Senior),MNC/IT Services,"data engineer: advanced analytics data analysis, ftp, soa, project management, sql, it skills, python, aws","['SQL', 'Python', 'AWS']",3,
Data Protection Engineer,"security, communication, patch management, pci dss, remediation, manager internal audit, hp data protector, cyber security",Bangalore/Bengaluru,2-6,naukri_ds_india,Visa,,10.37,estimated,2,6,4.0,3-5 yrs (Mid),Startup/Other,"data protection engineer security, communication, patch management, pci dss, remediation, manager internal audit, hp data protector, cyber security",['Communication'],1,
